id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
25196,Oficinas Públicas,Oficinas Públicas: Edificio Jean Jaures. Obra. ,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"Remodelacion del edificio existente, realizando tabiqueria liviana para salas de reunión, pintura, cambio de solados, readecuacion de las instalaciones de iluminación, electricidad, termomecanica, incendio y sanitaria y se alojaron los nuevos puestos de trabajo.",35108164,3,Balvanera,Jean Jaures 216,-34.607694,-58.41062,29/12/2017,11/06/2018,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png,,,,Cooperativa de Trabajo Greti Ltda,2017,,,30710961634,,,,,,https://www.buenosaires.gob.ar/baobras/oficinas-publicas,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/312,,,
25198,Distrito Tecnológico,Manzana Cívica,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"La obra “Manzana Cívica”, consistió en la puesta en valor del entorno de la Nueva Sede de Gobierno de la Ciudad de Buenos Aires, barrio de Parque Patricios, en relación con los términos de la Ley 1747.",34946103,4,Parque Patricios,Uspallata 3160,-34.640854,-58.407056,01/11/2016,31/08/2017,9,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt6/mduyt_rendermanzanacivica_foto1.jpg,,,,Dal Construcciones S.A,2016,,,30604370171,,,,,,https://www.buenosaires.gob.ar/baobras/distrito-tecnologico,,,,
25199,Cuenca Arroyo Maldonado,Arroyo Maldonado: Ramales secundarios grupo A,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,Servicio de consultoría para la revisión de los proyectos licitatorios de los ramales secundarios de los grupos D y E del arroyo Maldonado y elaboración de los proyectos licitatorios de los remales secundarios de l arroyo Vega.,,13,Belgrano,Av. Rafael Obligado 6125,-34.551158,-58.428715,,,,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt6/Maldonado%20ramales%20secundarios%20grupo%20A.jpg,,,,,2017,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/cuenca-arroyo-maldonado,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/305,,,
25200,Paseo del Bajo,Paseo del Bajo: Liberación de traza - Prefectura Naval Argentina,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,"La obra consistió en la construcción de un nuevo corredor vial que conecta las Autopistas Illia y Buenos Aires-La Plata y la puesta en valor integral del espacio público en sus alrededores. Dependencias de la Prefectura Naval Argentina: Fecha de inicio: 31/05/17. Fecha de finalización: 30/11/17. El edificio cuenta con Cuartel de bomberos, tabiquería, instalaciones y aberturas.",34754346,1,Puerto Madero,Av. Eduardo Madero 235,-34.604583,-58.367613,31/05/2017,30/11/2017,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,Villarex S.A.,2017,Licitación Pública,445/SIGAF/2017,,,,SI,,,https://www.buenosaires.gob.ar/baobras/paseo-del-bajo,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/272,4987697-MGEYA-DGOINFU-2017,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-12462369-MGEYA-APRA.pdf,
25201,Parque del Bajo,Parque del Bajo: Traslado de árboles - Obras preliminares.,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,"La obra consistió en el traslado de árboles, corrimiento de Av. la Rábida, bases de monumentos, traslado de monumentos, traslado de mástil, traslado Helipuerto, playa de estacionamiento subterráneo y regulación, trabajo de la superficie.",,1,San Nicolás,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",-34.60517,-58.367929,01/07/2017,20/02/2018,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_parquedelbajo_espacioverde_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_parquedelbajoespacioverdeyarboles_foto1.jpg,,,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/parque-del-bajo-0,,,,
25202,Parque del Bajo,Parque del Bajo: Traslado de monumentos - Obras preliminares.,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,Relocalización monumento Juan de Garay y relocalización monumento Juana Azurduy.,3547440,1,San Nicolás,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",-34.60517,-58.367929,17/07/2017,20/02/2018,7,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt/Bases_de_monumentos.jpeg,,,,CONSTRUCCIONES INDUSTRIALES AVELLANEDA SA,,,,30710543271,,,SI,,,https://www.buenosaires.gob.ar/baobras/parque-del-bajo-0,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/282,,,
25203,Corbeta Uruguay,Corbeta Uruguay,Finalizada,Transporte,Secretaría de Transporte y Obras Públicas,"La obra consistió en la pavimentación y ensanche de la calle Corbeta Uruguay, entre las avenidas Castillo y Antártida Argentina, con el propósito de descomprimir el tránsito pesado que actualmente espera sobre la Av. Comodoro Py para ingresar al puerto (terminal Río de la Plata), trasladándolo hacia Corbeta Uruguay. Además, en una segunda fase, se sumaron espacios de estacionamiento para la Armada.",46677605,1,Retiro,"Corbeta Uruguay y Castillo, Ramon S., Pres. Av.",-34.585377,-58.36657,01/12/2016,30/07/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt6/mduyt_corbetauruguay_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mduyt6/mduyt_corbeta%20uruguay_foto2.jpg,,,Construmex S.A,,,,30696394217,,,,,,https://www.buenosaires.gob.ar/baobras/corbeta-uruguay,,,,
25204,Teatro Colón,Teatro Colón: mantenimiento techo escenario principal,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"Se trató de la revalorización en un edificio declarado Monumento Histórico Nacional, de altísimo valor patrimonial. Se realizaron obras de adecuación de los pisos 1ero y 9no donde funcionará un aula para ensayo de danza y un salón de usos múltiples para conciertos, orquesta académica y clases magistrales. También se llevó a cabo la ejecución del plano cortafuego y los talleres La Nube. El edificio cuenta con una adecuación en una etapa anterior en los pisos 2do al 8vo,el completamiento del 4to piso y el mantenimiento del techo del escenario principal.",,1,San Nicolás,Cerrito 628,-34.601091,-58.383167,,31/12/2017,,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_teatrocolon_techoescenarioprincipal_foto1.png,,,,,,,,,,,,,,https://www.buenosaires.gob.ar/baobras/teatro-colon,,,,
25205,Barrio 31,Barrio 31: Perette Veredas,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"La obra implicó la realización de las veredas, macetones, cordones, luminarias para la calle Perette",48321490,1,Retiro,Gendarmeria Nacional Av. 679,-34.583009,-58.378353,31/03/2017,07/11/2017,8,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_peretteveredas_imagen1.jpg,,,,"CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.",2017,Licitación Pública,1383-SIGAF/16,30710393881,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/351092,27.118.255-MGEYA-DGOI/2016,,
25206,Barrio 31,Barrio 31: CeSAC provisorio,Finalizada,Salud,Ministerio de Desarrollo Humano y Hábitat,"Se procedió a la construcción de módulos sanitarios para la atención de urgencias médicas de asistencia urgente y básica, los mismos ocupan una superficie de 260m2.",1595413,1,Retiro,Gendarmeria Nacional Av. 679,-34.581917,-58.38231,01/04/2016,26/11/2018,31,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_cesacprovisorio_imagen1.jpg,,,,Merlino,2017,Licitación Pública,1186/SIGAF/17,20103652775,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170817.pdf,12.197.414/MGEYA-DGRFISS/17,,
25207,Barrio 31,Barrio 31: Mejoramiento Colegio Filii Dei,Finalizada,Escuelas,Ministerio de Desarrollo Humano y Hábitat,"Renovación de infraestructura de instalaciones sanitarias de la Institución Filii Dei, colocación de techado sobre instalaciones deportivas y recreativas. Superficie intervenida 270m2.",9947500,1,Retiro,Gendarmeria Nacional Av. 679,-34.583355,-58.376205,22/12/2017,27/04/2018,4,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_filiidei_imagen1.jpg,,,,Kir S.R.L,2017,Licitación Pública,1481-SIGAF/17,30702232046,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171227.pdf,25513709 -MGEYA-DGOPDU/2017,,
25208,Barrio 31,Barrio 31: Casa de la Juventud/Centro de Adicciones,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Implicó la intervención sobre una edificación existente, modificando y ampliandola a 100m2. Sus objetivos son: Brindar tratamiento a personas en situación de consumo problemático de sustancias y trabajar en la prevención de las adicciones.",4343446,1,Retiro,Gendarmeria Nacional Av. 679,-34.586757,-58.377952,21/08/2017,17/05/2018,9,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_casadelajuventud_imagen1.jpg,,,,Merlino,2017,Licitación Pública,35-SIGAF/17,20103652775,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170824.pdf,15596660/MGEYA-DGOPDU/2017,,
25210,Barrio 31,Barrio 31: Cancha Chica,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Se regeneró un espacio público de 430m2 como un espacio principalmente de uso deportivo, de recreación y esparcimiento. Se propuso un adecuamiento del mismo con la intención de demarcar de forma clara los espacios de uso exclusivo deportivo, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. Se introdujo el uso del intertrabado para igualar todos los niveles igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo para facilitar las conexiones domiciliarias de infraestructura, accesos y cámaras. El perímetro libre de 1.50m garantiza el giro de la silla de ruedas y el acceso franco de servicios de emergencia. Toda la superficie se planteó con un solado multifunción, deportivo pero que permite el uso eventual para espectáculos, reuniones, y diversos tipos de deportes.",5757229,1,Retiro,Gendarmeria Nacional Av. 679,-34.580748,-58.384568,23/10/2017,27/04/2018,6,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchachica_imagen1.jpg,,,,Cooperativa,2017,,,,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25211,Barrio 31,Barrio 31: Bichito de Luz,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Replicando intervenciones similares en el Barrio 31, se regeneró un espacio existente de 1400m2; preservando las funcionalidades existentes, estas son: deportivas, recreativas y culturales.",19869376,1,Retiro,Gendarmeria Nacional Av. 679,-34.582195,-58.381711,05/10/2017,27/04/2018,6,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchabichitodeluz_imagen1.jpg,,,,Cooperativa,2017,,,,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25212,Barrio 31,Barrio 31: Saldías,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"El objetivo de la obra fue regenerar el espacio público con juegos infantiles, espacios deportivos y dotación de infraestructura, en el denominado predio Plaza Cívica, ubicado dentro de la comuna 2 en el Barrio Saldías (delimitado por las calles Padre Carlos Mugica y San Pedro de Jujuy), planteándose habilitar aproximadamente 1260 metros cuadrados incorporando buenas prácticas ambientales bajo normas básicas de sustentabilidad.",12330488,1,Retiro,Gendarmeria Nacional Av. 679,-34.575271,-58.399196,04/12/2017,27/04/2018,4,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25212.jpg ,,,,Algieri S.A,2017,Licitación Pública,1426-SIGAF/17,30699339810,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171128.pdf,22719739/MGEYA-DGOPDU/17,,
25213,Barrio 31,"Barrio 31: Viviendas Containera, Emplaque.",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"El edificio cuenta con 17 unidades de dos dormitorios, 22 unidades de tres dormitorios, 2 unidades de dos dormitorios con un local y 5 unidades de tres dormitorios con un local lo que representa un total de 46 unidades funcionales. Todas las unidades con locales se encuentran en planta baja. La planta baja está provista de un de tanques de bombeo por cada núcleo. Las plantas tipo tienen unidades de dos y tres dormitorios, están distribuidas en 3 niveles. Se accede a ellas a través de un total de 8 núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. La superficie cubierta es de 4090 m2. La superficie semicubierta es de 1170 m2 (50 %).",113593182,1,Retiro,Gendarmeria Nacional Av. 679,-34.579442,-58.389528,15/02/2017,30/12/2017,10,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_edificioemplaque_imagen1.jpg,,,,Bricons S.A.I.C.F.I.,2016,Licitación Pública,1220-SIGAF/16,30541068151,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20161221.pdf,25.804.661-MGEYA-DGOI/16,,
25214,Barrio 31,"Barrio 31: Vivienda Containera, Agrupada",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"El edificio cuenta con un mix de unidades de dos, tres y cuatro dormitorios además de ocho locales y un comedor en PB, lo que representa un total de ochenta unidades funcionales. La PB está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. Las plantas tipo tienen unidades de dos y tres dormitorios. A la planta baja se agregan unidades de cuatro dormitorios, ocho locales y un comedor. Las tiras están distribuidas en cuatro niveles. Se accede a ellas a través de un total de diez núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. Se dejara un hueco reglamentario para la posible futura instalación de un ascensor A1. La superficie cubierta es de 6283 m2. La superficie semicubierta es de 853m2 (50 %).",137700729,1,Retiro,Gendarmeria Nacional Av. 679,-34.579909,-58.389536,18/05/2017,14/09/2018,16,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_edificioagrupada_imagen1.png,,,,Cunumi S.A,2016,Licitación Pública,48-SIGAF/17,30615748036,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170123.pdf,88.421-MGEYA-DGOI/2017,,
25215,Barrio 31,"Barrio 31: Viviendas YPF, etapa I",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"Los edificios cuentan con un mix de unidades de dos y tres dormitorios además de locales comerciales en planta baja, lo que representa un total de ochocientas dos unidades funcionales. La planta baja está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. Las plantas tipo tienen unidades de dos y tres dormitorios. A la planta baja se agregan unidades de los locales comerciales. Las tiras están distribuidas en cuatro niveles. Se accede a ellas a través de núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. Se deja un hueco reglamentario para la posible futura instalación de un ascensor A1. La obra a realizar comprende la construcción de viviendas en suelo urbanizado con los servicios básicos. Las conexiones domiciliarias se deberán considerar dentro de la oferta. La superficie total cubierta es de 70464 m2.",1177433295,1,Retiro,Gendarmeria Nacional Av. 679,-34.580349,-58.38266,04/01/2018,30/07/2019,18,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25215.JPG,,,,CONSTRUCTORA SUDAMERICANA SA,2017,Licitación Pública,1483-SECISYU-2017,30610895456,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/388684,25223293-MGEYA-DGOPDU/17,,Préstamo BIRF 8706-AR
25216,Barrio 31,Barrio 31: Abordaje exterior Fachadas Feria.,Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"Se está trabajando en la puesta en valor de las fachadas de las manzanas 1,2,3,4,5 del sector de la Feria comercial. La empresa contratista tiene por función recuperar 11.000m2 de fachadas, adecuando alumbrado, cañerias, realizando revoque fino y grueso a las superficies.",110068974,1,Retiro,"Walsh, Rodolfo 75",-34.58485,-58.376563,08/01/2018,30/12/2019,5,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_mvexterioresferia_imagen1.jpg,,,,Bosquimano S.A,2017,Licitación Pública,1332/SIGAF/17,30711470022,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171218.pdf,EX-2017- 18927447- MGEYA-DGMV,,
25217,Barrio 31,Barrio 31: Torres y Los Lápices,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Como primera medida se proyectó este espacio de 1410m2 en conjunto con la plaza Ledesma, de manera que se complementen los usos. Extendiendo el solado de líneas curvas que ayudan a dilatar el estrecho espacio para romper con la perspectiva lineal del terreno. La idea es usar unos juegos que generen el concepto de “nido” donde los chicos puedan quedarse y jugar en lo alto sin que los molesten. Los juegos propuestos son como rejas para unir a los niños y no para alejar a los niños. La simplicidad del objeto invita a correr, trepar y deslizarse. Dependiendo de las habilidades motoras y de edad, los niños usan la guirnalda de diversas maneras. Debajo de uno de sus arcos, se colocan hamacas. El movimiento serpenteante crea una perspectiva en constante cambio, que estimula la interacción entre arriba y abajo, y entre el interior y el exterior. Los espacios de juegos quedan contenidos por la propia morfología del juego y el mobiliario urbano. El objetivo es generar un sistema de paseos donde las mismas plantas rastreras van a ir borrando los bordes definidos; queremos que la vegetación varíe en las distintas estaciones, aportándole color al paisaje. Además, generamos un espacio flexible de uso deportivo y cívico para eventos vecinales.",14588030,1,Retiro,Gendarmeria Nacional Av. 679,-34.585506,-58.378541,05/06/2017,20/07/2018,13,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_plazatorresylapices_imagen1.jpg,,,,Cooperativa,2017,,,30711451931,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25218,Barrio 31,Barrio 31: Comunicaciones,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Con la lógica de regenerar un espacio público de 1095m2, se propone un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. El uso del intertrabado en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. El espacio de cancha se mantiene como deportivo, de césped sintético, la cancha mantiene su jerarquía dentro del sistema de espacios deportivos existentes. El desnivel entre la vereda y el paredón de la autopista se salva con un recorrido de rampas acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental y además sirven de uso público para el aporte de juegos de niños, mesas y espacios de ocio y esparcimiento. Atendiendo a todas las normativas existentes de seguridad y con la idea de generar un paisaje apropiado a los niños para su mayor disfrute. El terraplen en el sentido largo sirve para sumar verde en terrazas y redefinir las gradas, ganando en uso y ampliando el aire entre el alambrado y el paredón. Asimimo la iluminación general del espacio se realiza enteramente en LED con posibilidad de Telegestión a fin de integrarse a la red de alumbrado de CABA con la mayor tecnología disponible al momento. Por último se suman a las especies arboreas ya existentes, diversos tipos de vegetación de tipo trepadoras a fin de incrementar la huella verde dentro del espacio público utilizando como soporte el paredón de límite contra la AU. como aporte a la aislación y par reducir el impacto de esa infraestructura en el ambiente.",11519765,1,Retiro,Gendarmeria Nacional Av. 679,-34.580688,-58.384679,20/11/2017,27/09/2018,10,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25218.jpg ,,,,Cooperativa,2017,,,30715359177,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25219,Barrio 31,Barrio 31: Cancha 5,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Con la lógica de regenerar un espacio público de 4200m2 se propuso un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de esparcimiento, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. El uso del intertrabado igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. Toda la superficie de cancha de fútbol se realiza de césped sintético especialmente preparado para alta competición y se delimita con un alambrado olímpico. Se propone desmontar las tribunas en las cabeceras y reemplazarlas por una sola tribuna general que por debajo alberga un modulo de baños para el uso del espacio deportivo. Se propone sumar equipamiento de postas deportivas a fin de jerarquizar el carácter deportivo y de esparcimiento del espacio. Asimimo la iluminación general del espacio se realiza enteramente en LED con posibilidad de Telegestión a fin de integrarse a la red de alumbrado de CABA con la mayor tecnología disponible al momento. Por último se suman diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público.",10921249,1,Retiro,Gendarmeria Nacional Av. 679,-34.580688,-58.384679,11/11/2017,15/01/2019,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25219.jpg ,,,,Cooperativa,2017,,,30711317720,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25220,Barrio 31,Barrio 31: Completamiento de la Infraestructura existente,En ejecución,Hidráulica e Infraestructura,Ministerio de Desarrollo Humano y Hábitat,"Si bien hay varios sectores del barrio que cuenta con algunos servicios, siempre de manera informal y sin cumplir de las normas vigentes, otras zonas no cuentan con ellos. La infraestructura existente está desarrollada en forma fragmentaria, es decir que se encuentran intercaladas las áreas que cuentan con algunos servicios y las que no, sin ningún criterio técnico o geográfico. Esta discontinuidad plantea un desafío para el proyecto ya que la urgencia de dotar con servicios a los sectores que no cuentan con ellos, plantea una exigencia adicional al desarrollo del proyecto y las etapas de obra. Para poder responder a todas estas exigencias se han desarrollado cada componente de la infraestructura en distintos planes Maestros, los que enmarcan los proyectos de cada una de las diferentes etapas. Asimismo se han adoptado criterios generales para el barrio sobre el diseño de Pavimentos, Canteros, Mobiliario Urbano Y Alumbrado Público. Estos Planes Maestros han sido consensuados con las Empresas Prestadoras de Servicios Aysa, Edenor y Edesur, cada una en el área que le corresponde. Dentro del plan de obras del GCBA, la etapa que corresponde al alcance de la obra es la del completamiento de la infraestructura en las calles de los sectores que hoy carecen de ella, por medio de obras de: pavimentos, desagües cloacales, desagües pluviales, provisión de agua potable, alumbrado público y construcción de canteros y mobiliario urbano. Esta etapa se complementa con las obras de renovación de la red de provisión de energía eléctrica y otra serie de obras que permiten dotar a la totalidad del barrio de la infraestructura necesaria de acuerdo a los estándares de la Ciudad de Buenos Aires y de la conexión de la red de infraestructura con las del resto de la Ciudad.",401293888,1,Retiro,Gendarmeria Nacional Av. 679,-34.583352,-58.382286,06/11/2017,30/04/2020,13,94,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25220.jpg ,,,,C&E CONSTRUCCIONES S.A. - POSE S.A. - CONSTRUCCIONES INFRAESTRUCTURA Y SERVICIOS S.A. - UT - REDES VILLA 31,2017,Licitación Pública,796-sigaf-SECISYU-2017,30715792148,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170605.pdf,8215910-SECISYU-2017,,Préstamo BIRF 8706-AR
25221,Barrio 31,Barrio 31: Renovación de la infraestructura existente,En ejecución,Hidráulica e Infraestructura,Ministerio de Desarrollo Humano y Hábitat,"La obra comprende la construcción de la infraestructura (redes colectoras de cloaca, redes distribuidoras de agua, redes y sumideros pluviales y fosa para futura instalación de conductores eléctricos donde corresponda) de los frentistas; obras a nivel de superficie (pavimentos de hormigón, veredas de pavimento intertrabado, canteros para parquización) y alumbrado público.",241995686,1,Retiro,Gendarmeria Nacional Av. 679,-34.585131,-58.380284,18/01/2018,30/04/2020,11,75,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25221.jpg ,,,,C&E CONSTRUCCIONES SA- POSE SA- UT- INFRAESTRUCTURA BARRIO 31,2017,Licitación Pública,1414-SIGAF-SECISYU-2017,33715893229,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171010.pdf,20927477-MGEYA-DGOPDU/17,,
25222,Barrio 31,Barrio 31: Infraestructura y espacio público Viviendas Containera,Finalizada,Hidráulica e Infraestructura,Ministerio de Desarrollo Humano y Hábitat,"La obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquización, mobiliario urbano, alumbrado público y el tendido de redes de infraestructura eléctrica y sanitaria. Incluye también un área de espacio público con zonas verdes, juegos para niños y una cancha deportiva y una calle para circulación vehicular de convivencia con pavimento de características similares a las del resto del predio.",77776964,1,Retiro,Gendarmeria Nacional Av. 679,-34.579746,-58.389545,24/10/2017,31/08/2018,10,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25222.JPG ,,,,Bricons S.A.I.C.F.I.,2017,Licitación Pública,1232-SIGAF/17,30541068151,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171026.pdf,16619272/MGEYA-DGOPDU/17,,
25223,Barrio 31,Barrio 31: Perette Troncales.,Finalizada,Hidráulica e Infraestructura,Ministerio de Desarrollo Humano y Hábitat,"En la calle Carlos H. Perette, la obra se dividió en dos sectores: 1) La construcción de la calzada y la infraestructura (desagües pluviales, cloacales, de agua potable y cruces de calles para energía eléctrica) en calle Carlos Perette entre las calles 4 y 10. En esta parte no se incluyen las obras de construcción de aceras y conexiones domiciliarias ya que han sido objeto de una contratación, fuera del alcance de este pliego. Sí deben conectarse estas instalaciones existentes a las de la presente licitación. Con el mismo alcance que estas obras se realizan las calzadas y la infraestructura de Prefectura Naval Argentina y Calle 4, ambas entre calle Perette y Gendarmería Nacional. 2) La conexión a punto de vuelco cloacal desde la intersección entre la calle Perette y de la Feria.",178285805,1,Retiro,Gendarmeria Nacional Av. 679,-34.585118,-58.376169,30/11/2017,30/11/2019,13,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25223.jpg ,,,,Tecma S.A.,2017,Licitación Pública,1336-SIGAF/17,30623866528,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/390324,19.247.530/MGEYA-DGOPDU/2017,,
